,movie_id,genre
919,62835,Action
920,63006,Action
921,64686,Action
922,64688,Action
923,64690,Action
924,65448,Action
925,66607,Action
926,67373,Action
927,67913,Action
928,68721,Action
929,68724,Action
930,68726,Action
931,68735,Action
932,68818,Action
933,69382,Action
934,69848,Action
935,70006,Action
936,70074,Action
937,70435,Action
938,70829,Action
939,71469,Action
940,71676,Action
941,71679,Action
942,72190,Action
943,72331,Action
944,72387,Action
945,72431,Action
946,72545,Action
947,72559,Action
948,72710,Action
949,75174,Action
950,75612,Action
951,75674,Action
952,76163,Action
953,76170,Action
954,76338,Action
955,76341,Action
956,76349,Action
957,76640,Action
958,76649,Action
959,76757,Action
960,77156,Action
961,77866,Action
962,77948,Action
963,79698,Action
964,80274,Action
965,81005,Action
966,81390,Action
967,81796,Action
968,82675,Action
969,82682,Action
970,82700,Action
971,82702,Action
972,87101,Action
973,87421,Action
974,87827,Action
975,88751,Action
976,91314,Action
977,94329,Action
978,94348,Action
979,96721,Action
980,97020,Action
981,97430,Action
982,98549,Action
983,98566,Action
984,99861,Action
985,100402,Action
986,101299,Action
987,102362,Action
988,102382,Action
989,102651,Action
990,102899,Action
991,106747,Action
992,107846,Action
993,107985,Action
994,109414,Action
995,109424,Action
996,109513,Action
997,110415,Action
998,112456,Action
999,116613,Action
1000,116977,Action
1001,117251,Action
1002,117263,Action
1003,118340,Action
1004,118957,Action
1005,119283,Action
1006,119450,Action
1007,122917,Action
1008,123553,Action
1009,127493,Action
1010,127585,Action
1011,131634,Action
1012,134374,Action
1013,135397,Action
1014,136400,Action
1015,136795,Action
1016,136797,Action
1017,137094,Action
1018,137113,Action
1019,138103,Action
1020,140300,Action
1021,142061,Action
1022,144336,Action
1023,146198,Action
1024,146216,Action
1025,146227,Action
1026,146631,Action
1027,147441,Action
1028,147767,Action
1029,152747,Action
1030,152760,Action
1031,156022,Action
1032,157350,Action
1033,166424,Action
1034,168259,Action
1035,168530,Action
1036,168705,Action
1037,171424,Action
1038,173931,Action
1039,174751,Action
1040,177572,Action
1041,177677,Action
1042,182873,Action
1043,184315,Action
1044,187017,Action
1045,188207,Action
1046,188927,Action
1047,190859,Action
1048,192102,Action
1049,192141,Action
1050,192210,Action
1051,193756,Action
1052,198184,Action
1053,198663,Action
1054,203801,Action
1055,204082,Action
1056,205126,Action
1057,205775,Action
1058,206213,Action
1059,206647,Action
1060,208869,Action
1061,209112,Action
1062,216282,Action
1063,218043,Action
1064,224569,Action
1065,225574,Action
1066,228150,Action
1067,228967,Action
1068,240832,Action
1069,241254,Action
1070,241554,Action
1071,242166,Action
1072,244114,Action
1073,244316,Action
1074,244339,Action
1075,250066,Action
1076,252360,Action
1077,253450,Action
1078,253626,Action
1079,254128,Action
1080,254473,Action
1081,254904,Action
1082,256040,Action
1083,256092,Action
1084,256687,Action
1085,256740,Action
1086,256961,Action
1087,257088,Action
1088,257344,Action
1089,258489,Action
1090,260346,Action
1091,266396,Action
1092,267860,Action
1093,268920,Action
1094,270554,Action
1095,270938,Action
1096,271110,Action
1097,273481,Action
1098,274854,Action
1099,285923,Action
1100,287948,Action
1101,290555,Action
1102,290595,Action
1103,290864,Action
1104,291805,Action
1105,293660,Action
1106,294254,Action
1107,295914,Action
1108,297761,Action
1109,299552,Action
1110,300168,Action
1111,300671,Action
1112,300673,Action
1113,302156,Action
1114,302699,Action
1115,307081,Action
1116,308529,Action
1117,308531,Action
1118,312113,Action
1119,315011,Action
1120,316152,Action
1121,316727,Action
1122,317930,Action
1123,322194,Action
1124,323271,Action
1125,323675,Action
1126,323677,Action
1127,324668,Action
1128,325173,Action
1129,326284,Action
1130,327833,Action
1131,329540,Action
1132,332411,Action
1133,333355,Action
1134,335778,Action
1135,336004,Action
1136,342521,Action
1137,347755,Action
1138,352978,Action
1139,354624,Action
1140,356483,Action
1141,356841,Action
1142,361159,Action
1143,365222,Action
1144,367551,Action
1145,370464,Action
1146,375290,Action
1147,378237,Action
1148,380733,Action
1149,381902,Action
1150,385383,Action
1151,389425,Action
1152,407887,Action
1153,417859,Action
