,movie_id,genre
436,72559,Science Fiction
437,72710,Science Fiction
438,75612,Science Fiction
439,76170,Science Fiction
440,76341,Science Fiction
441,76726,Science Fiction
442,76757,Science Fiction
443,77156,Science Fiction
444,79698,Science Fiction
445,80274,Science Fiction
446,81796,Science Fiction
447,82700,Science Fiction
448,83542,Science Fiction
449,84204,Science Fiction
450,84329,Science Fiction
451,84332,Science Fiction
452,86304,Science Fiction
453,86812,Science Fiction
454,87101,Science Fiction
455,87421,Science Fiction
456,88005,Science Fiction
457,88751,Science Fiction
458,91314,Science Fiction
459,97020,Science Fiction
460,97370,Science Fiction
461,98566,Science Fiction
462,98568,Science Fiction
463,99861,Science Fiction
464,100402,Science Fiction
465,101299,Science Fiction
466,102899,Science Fiction
467,106845,Science Fiction
468,107985,Science Fiction
469,110402,Science Fiction
470,110415,Science Fiction
471,118340,Science Fiction
472,119450,Science Fiction
473,122906,Science Fiction
474,125490,Science Fiction
475,127585,Science Fiction
476,131631,Science Fiction
477,131634,Science Fiction
478,134371,Science Fiction
479,135397,Science Fiction
480,137113,Science Fiction
481,146631,Science Fiction
482,152601,Science Fiction
483,157336,Science Fiction
484,157350,Science Fiction
485,157353,Science Fiction
486,158015,Science Fiction
487,158852,Science Fiction
488,166424,Science Fiction
489,188927,Science Fiction
490,190847,Science Fiction
491,192577,Science Fiction
492,198184,Science Fiction
493,198663,Science Fiction
494,199933,Science Fiction
495,205126,Science Fiction
496,206213,Science Fiction
497,211557,Science Fiction
498,218043,Science Fiction
499,227156,Science Fiction
500,227719,Science Fiction
501,228066,Science Fiction
502,228161,Science Fiction
503,238603,Science Fiction
504,238615,Science Fiction
505,240832,Science Fiction
506,242095,Science Fiction
507,244267,Science Fiction
508,245703,Science Fiction
509,246655,Science Fiction
510,257344,Science Fiction
511,262500,Science Fiction
512,262504,Science Fiction
513,262543,Science Fiction
514,264660,Science Fiction
515,269057,Science Fiction
516,270554,Science Fiction
517,271110,Science Fiction
518,286217,Science Fiction
519,289180,Science Fiction
520,290370,Science Fiction
521,297761,Science Fiction
522,299687,Science Fiction
523,312793,Science Fiction
524,315011,Science Fiction
525,320146,Science Fiction
526,326576,Science Fiction
527,331592,Science Fiction
528,333355,Science Fiction
529,333371,Science Fiction
530,335866,Science Fiction
531,347548,Science Fiction
532,360188,Science Fiction
533,367551,Science Fiction
534,371690,Science Fiction
